900128001446049,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵,是
990000003134636,是,是,否,是,是,請補充更詳細的特徵描述,是
990000003134637,是,是,否,是,是,請補充更詳細的特徵描述,是
990000000833748,是,是,否,是,是,請補充更詳細的特徵描述,是
990000000833685,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵,是
900128002289424,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵,是
900042000321855,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵,是
900073000513808,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵,是
990002000071925,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵,是
900073000386641,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵,是
990002000116260,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵,是
992007300173360,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵,是
990002000122635,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵,是
990002000095533,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵,是
992007300170107,否,否,否,是,否,請補充遺失地點、毛色、外觀、特徵,是
992007300112027,是,是,否,是,是,請補充更詳細的特徵描述,是
990000003705448,是,是,是,是,是,請確認年份是否正確,是
992007300112037,否,否,否,是,否,請補充遺失地點、毛色、特徵,是
992007300112013,否,是,否,是,否,請補充更詳細的遺失地點、特徵,是
992007300110240,否,是,否,是,否,請補充更詳細的遺失地點、特徵,是
992007300110233,是,是,是,是,是,請補充個性特徵與是否有項圈,是
992007300110169,否,是,否,是,否,請補充更詳細的特徵描述,是
992007300058654,否,是,否,是,否,請補充更詳細的特徵描述,是
900250000602820,否,否,否,是,否,請補充毛色、特徵,是
900250000748568,是,是,否,是,是,請補充更詳細的特徵描述,是
990000003046210,是,是,是,是,是,請補充個性特徵與是否有項圈,是
900250000601649,是,是,否,是,是,請補充更詳細的特徵描述,是
900138000566460,是,是,否,是,是,請補充更詳細的特徵描述,是
123553247A,是,是,是,是,是,請補充個性特徵與是否有項圈,是
123525762A,否,是,是,是,是,請補充更詳細的毛色描述,是
0002154336,是,是,否,是,是,請補充更詳細的特徵描述,是
0001BD141E,是,是,是,是,是,請補充個性特徵,是
116717730A,是,是,否,是,是,請補充更詳細的特徵描述,是
123373343A,否,是,否,是,否,請補充更詳細的遺失地點、特徵,是
122519521A,是,是,是,是,是,請補充個性特徵,是
00013C8B02,否,是,否,是,否,請補充更詳細的遺失地點、特徵,是
0002145C4E,否,是,否,是,否,請補充更詳細的遺失地點、特徵,是
0001436664,是,是,是,是,是,無,是
0001BCEFAE,是,是,是,是,是,無,是
123544093A,是,是,是,是,是,無,是
123322691A,是,是,是,是,是,無,是
122714751A,是,是,是,是,是,無,是
0002044909,是,是,是,是,是,請補充個性特徵,是
125418533A,是,是,否,是,是,請補充更詳細的特徵描述,是
A035603563,是,是,是,是,是,無,是
123277124A,是,是,是,是,是,請補充品種、個性特徵,是
125357131A,否,是,否,是,是,請補充更詳細的遺失地點、特徵,是
00020564CA,是,是,是,是,是,請補充個性特徵,是
000114137A,否,是,否,是,否,請補充更詳細的遺失地點、特徵,是
126162777A,是,是,是,是,是,請補充個性特徵與是否有項圈,是
0001F0BC70,否,否,否,是,否,請補充毛色、外觀、特徵,是
125339793A,是,是,是,是,是,請補充個性特徵,是
0002106702,否,否,否,是,否,請補充毛色、外觀、特徵,是
122737140A,否,是,否,是,否,請補充更詳細的遺失地點、特徵,是
0001FA7837,否,是,否,是,否,請補充更詳細的遺失地點、特徵,是
123633294A,是,是,是,是,是,請補充個性特徵,是
125273521A,是,是,否,是,是,請補充個性特徵與是否有項圈,是
00016B09E8,是,是,是,是,是,請補充個性特徵,是
123314652A,是,是,否,是,是,請補充更詳細的特徵描述,是
125639480A,,,,,,,
125337572A,,,,,,,
125354573A,,,,,,,
123332516A,,,,,,,
127364455A,,,,,,,
0002106A14,,,,,,,
125455571A,,,,,,,
127265596A,,,,,,,
00016AC4A9,,,,,,,
123976667A,,,,,,,
00020FE1BE,,,,,,,
0001BFE834,,,,,,,
0001C64F62,,,,,,,
